1 726|77|0.025196
1 709|62|0.020288
1873 1|59|0.019306
274 1195|55|0.017997
99 5583|63|0.020615
1 3339|66|0.021597
1 1821|70|0.022906
56 274|63|0.020615
274 429|127|0.041558
346 99|51|0.016688
1 1108|222|0.072644
56 823|62|0.020288
1 1684|73|0.023887
1 710|59|0.019306
1 8429|60|0.019634
1 748|80|0.026178
1 2671|52|0.017016
1 1190|62|0.020288
1 1175|62|0.020288
1089 1|52|0.017016
1 1997|59|0.019306
2475 1285|55|0.017997
1 357|134|0.043848
58 326|159|0.052029
1 1779|63|0.020615
1 1086|131|0.042866
1 7485|53|0.017343
281 1285|52|0.017016
1961 1774|54|0.017670
1 806|76|0.024869
432 274|59|0.019306
429 1150|60|0.019634
1 2475|83|0.027160
58 1108|56|0.018325
1 100|90|0.029450
2123 1271|57|0.018652
1342 1150|52|0.017016
748 1271|56|0.018325
346 326|52|0.017016
1568 1|57|0.018652
2680 1|69|0.022579
274 326|206|0.067408
1 1228|57|0.018652
14 1271|52|0.017016
1749 5726|61|0.019961
6245 1774|51|0.016688
1 777|82|0.026832
1821 1749|62|0.020288
1 6740|59|0.019306
1 138|51|0.016688
1 2962|54|0.017670
465 429|52|0.017016
1304 58|66|0.021597
2123 1749|57|0.018652
465 1150|58|0.018979
58 259|79|0.025851
1 1150|327|0.107003
274 142|68|0.022251
465 274|85|0.027814
1 142|123|0.040249
348 15|65|0.021270
1108 1285|64|0.020942
1 2934|76|0.024869
971 748|56|0.018325
1342 15|68|0.022251
1285 823|133|0.043521
1 1195|75|0.024542
227 1285|62|0.020288
435 436|54|0.017670
297 326|64|0.020942
1 430|116|0.037958
1 734|55|0.017997
1 1950|78|0.025524
4782 7446|54|0.017670
1749 1150|61|0.019961
4355 4782|65|0.021270
1 1322|92|0.030105
1 2353|51|0.016688
1 735|60|0.019634
1 411|170|0.055628
5726 1271|66|0.021597
227 326|108|0.035340
1 490|55|0.017997
2114 1150|64|0.020942
1048 58|65|0.021270
1 1391|57|0.018652
1701 15|52|0.017016
1774 14|57|0.018652
649 429|50|0.016361
1 2069|63|0.020615
1 1010|112|0.036649
14 823|52|0.017016
2068 15|56|0.018325
1 469|67|0.021924
3850 1774|67|0.021924
1 7446|54|0.017670
1 99|321|0.105039
1169 15|57|0.018652
281 823|52|0.017016
274 823|145|0.047448
1749 15|75|0.024542
971 326|78|0.025524
227 15|65|0.021270
89 15|50|0.016361
281 649|64|0.020942
1 2354|62|0.020288
1 460|71|0.023233
58 1342|52|0.017016
1805 429|53|0.017343
971 348|61|0.019961
1 1081|70|0.022906
1528 1529|57|0.018652
1 1030|52|0.017016
56 1|149|0.048757
357 1271|67|0.021924
274 1133|56|0.018325
274 971|104|0.034031
1569 274|53|0.017343
1 282|68|0.022251
1 772|97|0.031741
4000 14|56|0.018325
1 314|65|0.021270
227 411|54|0.017670
3850 6245|54|0.017670
1 335|157|0.051374
1 1789|50|0.016361
274 227|149|0.048757
1 1284|87|0.028469
2069 1150|56|0.018325
3352 1|61|0.019961
1 998|117|0.038285
1 266|65|0.021270
1 1646|57|0.018652
1 694|103|0.033704
1 1065|113|0.036976
1341 1285|53|0.017343
1 1106|62|0.020288
1 467|70|0.022906
124 15|53|0.017343
971 357|55|0.017997
274 430|58|0.018979
2762 274|57|0.018652
1 371|98|0.032068
144 297|64|0.020942
17 1749|54|0.017670
1 457|58|0.018979
1 2028|95|0.031086
971 429|71|0.023233
1 2682|67|0.021924
1 281|195|0.063809
971 1271|61|0.019961
1 1053|59|0.019306
1 4834|64|0.020942
1055 15|55|0.017997
1 372|138|0.045157
2114 15|56|0.018325
1 1259|62|0.020288
1 5547|50|0.016361
58 15|119|0.038940
1 1805|63|0.020615
1 260|82|0.026832
326 823|87|0.028469
772 15|59|0.019306
1 618|63|0.020615
1 1738|64|0.020942
259 326|101|0.033050
274 1086|82|0.026832
465 543|55|0.017997
2825 274|50|0.016361
3850 2934|52|0.017016
2475 4062|53|0.017343
1150 1271|71|0.023233
2825 2475|55|0.017997
348 357|56|0.018325
436 1774|62|0.020288
1 2758|51|0.016688
1 2717|102|0.033377
274 411|111|0.036322
772 3815|51|0.016688
58 14|66|0.021597
168 1|125|0.040903
25 525|56|0.018325
297 15|74|0.024215
1 3583|79|0.025851
2475 910|56|0.018325
1 1515|90|0.029450
2171 1150|50|0.016361
1 1569|84|0.027487
6245 14|54|0.017670
281 326|70|0.022906
61 15|51|0.016688
227 534|57|0.018652
4000 6258|51|0.016688
58 348|102|0.033377
1284 1285|65|0.021270
4000 3850|70|0.022906
1 346|109|0.035668
1 2292|202|0.066099
99 2292|63|0.020615
274 2028|67|0.021924
465 326|77|0.025196
1 449|58|0.018979
772 1285|84|0.027487
649 1150|89|0.029123
1 2550|54|0.017670
1 7443|53|0.017343
274 1150|139|0.045484
274 348|133|0.043521
274 99|144|0.047120
274 1805|62|0.020288
58 1150|100|0.032723
1 751|74|0.024215
1 2973|52|0.017016
58 971|72|0.023560
1 434|68|0.022251
1 379|107|0.035013
1 1825|61|0.019961
1342 1271|61|0.019961
1 1817|109|0.035668
1 3601|51|0.016688
3296 1|73|0.023887
1 780|112|0.036649
144 1010|52|0.017016
99 543|50|0.016361
435 14|54|0.017670
580 15|50|0.016361
1 1145|73|0.023887
58 823|114|0.037304
274 543|71|0.023233
1 3889|51|0.016688
1 3850|80|0.026178
1 823|327|0.107003
58 274|213|0.069699
1 17|95|0.031086
1 660|51|0.016688
1 436|106|0.034686
1 1203|85|0.027814
432 1|78|0.025524
1832 1|80|0.026178
58 2123|56|0.018325
1 1751|61|0.019961
335 15|60|0.019634
1 649|228|0.074607
99 764|62|0.020288
1 580|73|0.023887
1 1242|50|0.016361
649 1010|62|0.020288
1 1342|109|0.035668
1 474|102|0.033377
4062 910|51|0.016688
1 1094|58|0.018979
1 2114|72|0.023560
144 1150|55|0.017997
360 1285|55|0.017997
465 823|56|0.018325
449 1285|59|0.019306
1 58|438|0.143325
1 124|75|0.024542
1 6698|51|0.016688
1 2065|51|0.016688
1285 1150|79|0.025851
281 58|87|0.028469
99 971|56|0.018325
297 1273|54|0.017670
1 1133|99|0.032395
58 411|73|0.023887
1 2394|59|0.019306
144 326|72|0.023560
58 435|62|0.020288
971 534|57|0.018652
14 15|85|0.027814
764 326|57|0.018652
274 254|53|0.017343
1612 1285|52|0.017016
1 1397|61|0.019961
1 3533|75|0.024542
1 550|95|0.031086
1 1293|99|0.032395
1 910|55|0.017997
144 1273|62|0.020288
143 15|61|0.019961
1749 2733|66|0.021597
297 274|71|0.023233
2475 806|53|0.017343
1 1034|50|0.016361
429 534|60|0.019634
4000 1|68|0.022251
4834 1285|62|0.020288
1 6316|57|0.018652
274 357|56|0.018325
1 1931|61|0.019961
1 399|80|0.026178
3533 1285|80|0.026178
1150 15|143|0.046793
274 7485|66|0.021597
274 4834|58|0.018979
3235 15|55|0.017997
1 15|388|0.126963
1010 4834|51|0.016688
543 15|52|0.017016
1 3222|51|0.016688
823 15|85|0.027814
281 274|120|0.039267
823 335|57|0.018652
58 99|114|0.037304
465 227|54|0.017670
58 1285|143|0.046793
1 250|82|0.026832
1 1701|51|0.016688
274 534|101|0.033050
1 2733|94|0.030759
1074 15|50|0.016361
528 1|111|0.036322
1 1774|68|0.022251
1304 1|155|0.050720
1285 3815|73|0.023887
1 259|230|0.075262
144 649|66|0.021597
1293 326|51|0.016688
274 372|79|0.025851
274 188|56|0.018325
281 764|54|0.017670
1 525|58|0.018979
357 1150|55|0.017997
1108 823|50|0.016361
544 15|56|0.018325
144 1|159|0.052029
357 326|58|0.018979
1 3235|53|0.017343
274 1055|97|0.031741
1 25|148|0.048429
274 2292|78|0.025524
1 1054|69|0.022579
1 5546|52|0.017016
772 823|65|0.021270
3850 1950|50|0.016361
274 749|50|0.016361
360 274|67|0.021924
58 1055|89|0.029123
1 2762|113|0.036976
1 750|59|0.019306
1 1571|81|0.026505
1 1358|65|0.021270
1285 143|58|0.018979
1271 15|89|0.029123
609 1285|55|0.017997
772 143|50|0.016361
1 143|71|0.023233
56 58|54|0.017670
1 1140|55|0.017997
649 4834|51|0.016688
168 326|50|0.016361
99 334|50|0.016361
99 1285|80|0.026178
1749 1271|89|0.029123
144 274|72|0.023560
1 554|54|0.017670
1 4355|114|0.037304
281 99|54|0.017670
672 1|68|0.022251
1 14|171|0.055955
1 4292|60|0.019634
99 2580|62|0.020288
1728 1|60|0.019634
449 274|65|0.021270
326 543|61|0.019961
1 1045|79|0.025851
2123 15|61|0.019961
7443 4355|50|0.016361
1 3815|111|0.036322
1 1271|146|0.047775
1 1981|100|0.032723
1 2825|106|0.034686
259 99|55|0.017997
326 15|139|0.045484
274 1749|79|0.025851
1 297|214|0.070026
1 254|127|0.041558
4000 435|54|0.017670
1 2895|63|0.020615
1 5255|79|0.025851
1 277|88|0.028796
1568 1569|53|0.017343
348 326|91|0.029777
1 4289|55|0.017997
1 2027|51|0.016688
465 649|52|0.017016
281 411|63|0.020615
5729 1749|51|0.016688
1 1169|92|0.030105
2094 15|60|0.019634
1 1407|63|0.020615
99 823|86|0.028141
971 15|81|0.026505
99 14|57|0.018652
274 179|59|0.019306
411 823|55|0.017997
3850 435|51|0.016688
1285 15|68|0.022251
1124 326|55|0.017997
456 1|58|0.018979
1150 1055|69|0.022579
1 435|151|0.049411
971 1749|65|0.021270
1 749|92|0.030105
1 41|57|0.018652
1 1092|54|0.017670
346 15|83|0.027160
1 61|79|0.025851
1 1306|64|0.020942
1285 429|51|0.016688
1 196|66|0.021597
4944 1|80|0.026178
4000 6245|52|0.017016
1 2123|106|0.034686
3880 1|51|0.016688
1 2082|65|0.021270
4000 1950|52|0.017016
3533 15|53|0.017343
274 1515|51|0.016688
281 227|50|0.016361
1150 326|115|0.037631
649 15|82|0.026832
89 1|69|0.022579
1749 823|50|0.016361
436 14|54|0.017670
1 1074|101|0.033050
1 188|83|0.027160
348 1150|74|0.024215
1584 1|64|0.020942
2292 15|57|0.018652
3528 1|50|0.016361
348 1749|64|0.020942
1 1052|53|0.017343
748 1749|53|0.017343
348 1271|73|0.023887
1 258|74|0.024215
348 1055|67|0.021924
1612 15|55|0.017997
99 326|59|0.019306
1 2259|51|0.016688
1749 14|54|0.017670
360 1|86|0.028141
1 916|66|0.021597
1 818|64|0.020942
274 508|69|0.022579
25 274|67|0.021924
1 491|58|0.018979
1 326|512|0.167539
3850 6258|50|0.016361
4000 1774|69|0.022579
1010 326|58|0.018979
1 334|136|0.044503
1 140|65|0.021270
4000 2934|53|0.017343
534 543|50|0.016361
411 326|57|0.018652
1 348|248|0.081152
1 1273|96|0.031414
1150 534|58|0.018979
1 961|148|0.048429
274 1262|83|0.027160
259 1749|55|0.017997
99 227|60|0.019634
1961 3850|57|0.018652
3850 14|68|0.022251
777 1358|53|0.017343
609 15|50|0.016361
99 15|133|0.043521
1 6245|70|0.022906
348 823|54|0.017670
274 1108|76|0.024869
348 14|58|0.018979
1821 1271|50|0.016361
1 727|56|0.018325
1 179|121|0.039594
1 1733|55|0.017997
1010 1285|67|0.021924
1 1162|51|0.016688
1048 1|130|0.042539
25 4289|50|0.016361
1285 543|79|0.025851
2580 15|55|0.017997
5729 1271|54|0.017670
544 1|126|0.041230
274 764|112|0.036649
1 1085|54|0.017670
649 823|67|0.021924
1 289|72|0.023560
99 1108|71|0.023233
1271 1055|58|0.018979
1 6258|65|0.021270
1 6435|55|0.017997
1 508|100|0.032723
1 299|58|0.018979
429 326|57|0.018652
99 1150|73|0.023887
1 1124|121|0.039594
1284 15|56|0.018325
297 649|52|0.017016
4000 1961|57|0.018652
1 1055|154|0.050393
346 2580|50|0.016361
58 1749|51|0.016688
144 58|67|0.021924
1 2735|62|0.020288
1 1210|60|0.019634
1 230|68|0.022251
1 276|57|0.018652
99 1055|73|0.023887
1 157|51|0.016688
58 372|54|0.017670
1285 749|51|0.016688
1 3826|75|0.024542
1 534|140|0.045812
3235 1271|50|0.016361
649 99|77|0.025196
227 823|55|0.017997
1848 1|86|0.028141
1 1726|64|0.020942
971 1150|93|0.030432
2681 1|54|0.017670
1 429|156|0.051047
227 971|51|0.016688
274 1285|210|0.068717
1032 1|91|0.029777
1 947|51|0.016688
649 411|60|0.019634
58 227|71|0.023233
2123 1150|74|0.024215
274 998|63|0.020615
1 274|665|0.217605
1 579|62|0.020288
1285 534|65|0.021270
1 1612|84|0.027487
1 389|72|0.023560
1285 8070|54|0.017670
357 15|54|0.017670
649 2123|54|0.017670
3850 436|64|0.020942
274 379|51|0.016688
1 971|228|0.074607
1 4708|56|0.018325
1 1439|62|0.020288
1169 1285|55|0.017997
1284 823|53|0.017343
1950 1774|54|0.017670
1 1961|87|0.028469
1169 772|50|0.016361
649 326|90|0.029450
99 411|75|0.024542
274 1010|67|0.021924
1 5583|80|0.026178
99 1271|51|0.016688
1 908|64|0.020942
1 2478|68|0.022251
1 1341|67|0.021924
7443 4782|50|0.016361
73 274|62|0.020288
1 764|245|0.080170
1285 335|63|0.020615
281 1150|60|0.019634
1 1262|99|0.032395
58 764|68|0.022251
1 465|185|0.060537
1192 1|86|0.028141
4049 2475|50|0.016361
1749 1055|53|0.017343
2475 3222|53|0.017343
1 1302|57|0.018652
1 2580|95|0.031086
1 543|128|0.041885
3296 274|65|0.021270
823 543|54|0.017670
1817 274|67|0.021924
326 1271|77|0.025196
4000 436|59|0.019306
961 274|64|0.020942
58 998|51|0.016688
649 1285|127|0.041558
1 1285|320|0.104712
297 1150|76|0.024869
1 609|67|0.021924
1 2737|70|0.022906
649 58|108|0.035340
1749 326|87|0.028469
649 274|126|0.041230
1 27|108|0.035340
1749 357|56|0.018325
58 1271|59|0.019306
99 348|67|0.021924
348 1285|50|0.016361
99 534|54|0.017670
274 259|123|0.040249
73 1|153|0.050065
465 1285|85|0.027814
144 1285|67|0.021924
1285 326|138|0.045157
1 1749|235|0.076898
1304 274|123|0.040249
1 274 1817|59|0.019306
4000 1961 1774|51|0.016688
1 772 15|54|0.017670
1 1010 326|56|0.018325
274 1010 1285|57|0.018652
1 274 142|54|0.017670
1 1150 297|60|0.019634
1 649 1150|70|0.022906
649 274 1285|69|0.022579
1 649 326|76|0.024869
1 1010 1285|66|0.021597
1 274 1262|58|0.018979
1 274 281|84|0.027487
1 99 5583|50|0.016361
144 1 1285|62|0.020288
649 1285 326|51|0.016688
1 649 274|101|0.033050
274 1285 4834|55|0.017997
1 274 429|93|0.030432
2114 1150 15|50|0.016361
1 58 348|76|0.024869
4000 3850 14|53|0.017343
1 1749 326|74|0.024215
1 3850 14|54|0.017670
1 274 823|100|0.032723
1 274 961|57|0.018652
1 274 465|53|0.017343
1 649 823|53|0.017343
449 274 1285|50|0.016361
1 7443 4782|50|0.016361
1 348 326|72|0.023560
274 1285 1150|55|0.017997
1 1150 326|87|0.028469
1 58 281|58|0.018979
1 99 15|107|0.035013
1 3850 1774|54|0.017670
1 274 508|53|0.017343
1 971 1150|63|0.020615
1 4834 1285|62|0.020288
772 1285 15|50|0.016361
1 15 335|51|0.016688
1 1285 823|103|0.033704
1 4355 4782|63|0.020615
1 99 2292|54|0.017670
1 274 534|65|0.021270
1 58 435|55|0.017997
1 1749 1271|54|0.017670
1 326 297|56|0.018325
1 1285 1341|50|0.016361
1 274 998|58|0.018979
1 1285 15|62|0.020288
144 1 274|63|0.020615
1 1010 274|64|0.020942
58 274 1285|75|0.024542
1 58 326|143|0.046793
1 274 2292|63|0.020615
1 326 1271|54|0.017670
1 274 1749|61|0.019961
1 274 971|75|0.024542
1 649 99|56|0.018325
1 281 326|57|0.018652
1 4834 649|51|0.016688
1774 436 14|51|0.016688
4000 436 1774|57|0.018652
1 649 58|89|0.029123
1 1285 609|50|0.016361
143 1285 15|51|0.016688
1 4782 7446|53|0.017343
4000 3850 1774|62|0.020288
3850 436 1774|61|0.019961
1 58 411|51|0.016688
1 58 823|86|0.028141
1 58 274|170|0.055628
3850 436 14|53|0.017343
1 99 1150|60|0.019634
144 1 649|60|0.019634
1749 357 1271|50|0.016361
1 58 99|80|0.026178
1 274 25|60|0.019634
360 1 1285|52|0.017016
1774 3850 14|53|0.017343
1 274 1055|78|0.025524
1 2762 274|51|0.016688
1284 1285 15|51|0.016688
143 1 15|56|0.018325
1 99 823|59|0.019306
1 1285 326|111|0.036322
1 99 1108|63|0.020615
4000 1 1774|57|0.018652
1 823 335|50|0.016361
144 1 326|57|0.018652
144 274 1285|56|0.018325
4000 1950 1774|51|0.016688
1 1285 543|58|0.018979
1 1074 1285|57|0.018652
1 274 348|105|0.034359
1 274 372|70|0.022906
1 465 326|56|0.018325
4000 1 3850|57|0.018652
1 1285 3815|60|0.019634
1 772 823|56|0.018325
1 99 1285|60|0.019634
1 259 326|81|0.026505
1 649 1285|108|0.035340
3296 1 274|58|0.018979
1 14 15|63|0.020615
1 4834 274|56|0.018325
1 99 326|51|0.016688
1 1108 1285|51|0.016688
1 436 1774|50|0.016361
1304 1 274|110|0.035995
4000 1961 3850|52|0.017016
1 1150 15|96|0.031414
1 274 1150|110|0.035995
1 58 259|61|0.019961
1 274 1108|59|0.019306
274 1285 534|51|0.016688
1 1284 15|50|0.016361
649 58 1285|71|0.023233
4000 3850 436|58|0.018979
360 1 274|59|0.019306
1 15 823|74|0.024215
649 4834 1285|50|0.016361
1304 58 274|53|0.017343
144 1 58|59|0.019306
1 649 15|59|0.019306
1 58 15|92|0.030105
58 274 326|60|0.019634
1 58 1285|124|0.040576
1 274 1086|69|0.022579
1 274 326|161|0.052683
1 1285 335|50|0.016361
1 1271 15|54|0.017670
144 1 297|52|0.017016
4355 1 7443|50|0.016361
1 1285 3533|73|0.023887
1 326 823|75|0.024542
1774 4000 14|52|0.017016
1 58 1055|61|0.019961
1 465 1285|58|0.018979
1 1285 143|54|0.017670
1 58 971|60|0.019634
1 2292 15|50|0.016361
1 346 15|61|0.019961
1 274 764|92|0.030105
144 1 1273|51|0.016688
1 326 15|101|0.033050
58 274 1150|53|0.017343
649 58 274|56|0.018325
1749 5726 1271|54|0.017670
1 1284 1285|58|0.018979
1 971 326|54|0.017670
1 274 1285|158|0.051702
1 274 411|70|0.022906
1 297 15|56|0.018325
1 3850 436|51|0.016688
1 772 1285|75|0.024542
1 1010 649|60|0.019634
1 971 15|60|0.019634
1 1285 1150|60|0.019634
274 1285 326|79|0.025851
649 274 1010|51|0.016688
1 348 1150|51|0.016688
3533 1285 15|52|0.017016
1304 1 58|62|0.020288
1 58 764|51|0.016688
144 649 1285|51|0.016688
1 274 297|59|0.019306
1 274 99|103|0.033704
1 1169 1285|50|0.016361
1 274 259|88|0.028796
1 1010 4834|50|0.016361
649 1010 1285|55|0.017997
1 58 1150|84|0.027487
772 1285 823|57|0.018652
1 274 1285 649|60|0.019634
1 1010 1285 649|54|0.017670
1 274 649 58|50|0.016361
1 1285 649 58|63|0.020615
4000 1 3850 1774|50|0.016361
1 772 1285 823|50|0.016361
1 4834 1285 649|50|0.016361
144 1 274 1285|52|0.017016
1 274 1285 326|64|0.020942
4000 436 3850 1774|56|0.018325
1 274 1304 58|50|0.016361
1 274 326 58|55|0.017997
144 1 1285 649|50|0.016361
1 4834 274 1285|55|0.017997
1 1010 274 1285|56|0.018325
1 274 1285 58|67|0.021924
436 14 3850 1774|50|0.016361
