1|2300|0.752618
14|231|0.075589
15|524|0.171466
17|104|0.034031
23|51|0.016688
25|168|0.054974
27|115|0.037631
41|72|0.023560
43|64|0.020942
56|192|0.062827
58|563|0.184228
61|131|0.042866
67|64|0.020942
73|188|0.061518
86|50|0.016361
89|93|0.030432
99|431|0.141034
100|98|0.032068
124|98|0.032068
138|52|0.017016
140|80|0.026178
142|151|0.049411
143|79|0.025851
144|203|0.066427
157|55|0.017997
158|62|0.020288
168|161|0.052683
179|159|0.052029
182|56|0.018325
188|105|0.034359
196|75|0.024542
217|50|0.016361
227|370|0.121073
230|85|0.027814
245|50|0.016361
250|98|0.032068
253|50|0.016361
254|170|0.055628
258|100|0.032723
259|297|0.097186
260|98|0.032068
266|88|0.028796
268|54|0.017670
274|886|0.289921
276|66|0.021597
277|115|0.037631
281|272|0.089005
282|75|0.024542
289|92|0.030105
297|281|0.091950
299|73|0.023887
308|55|0.017997
314|80|0.026178
321|59|0.019306
326|654|0.214005
331|52|0.017016
334|175|0.057264
335|192|0.062827
341|55|0.017997
346|157|0.051374
348|344|0.112565
357|186|0.060864
360|100|0.032723
371|117|0.038285
372|171|0.055955
378|52|0.017016
379|146|0.047775
389|100|0.032723
399|108|0.035340
411|246|0.080497
418|50|0.016361
427|57|0.018652
429|220|0.071990
430|151|0.049411
432|117|0.038285
434|80|0.026178
435|176|0.057592
436|152|0.049738
449|83|0.027160
456|67|0.021924
457|63|0.020615
460|84|0.027487
464|51|0.016688
465|253|0.082788
467|87|0.028469
469|88|0.028796
474|140|0.045812
490|72|0.023560
491|69|0.022579
497|55|0.017997
508|130|0.042539
510|80|0.026178
512|64|0.020942
523|63|0.020615
525|68|0.022251
528|158|0.051702
534|210|0.068717
540|125|0.040903
543|184|0.060209
544|171|0.055955
550|105|0.034359
554|73|0.023887
570|64|0.020942
579|82|0.026832
580|118|0.038613
606|59|0.019306
609|74|0.024215
618|77|0.025196
649|301|0.098495
660|74|0.024215
665|62|0.020288
672|96|0.031414
694|137|0.044830
709|85|0.027814
710|71|0.023233
714|50|0.016361
726|108|0.035340
727|61|0.019961
734|63|0.020615
735|67|0.021924
737|55|0.017997
746|51|0.016688
748|123|0.040249
749|116|0.037958
750|73|0.023887
751|90|0.029450
757|61|0.019961
764|305|0.099804
766|55|0.017997
772|113|0.036976
777|99|0.032395
780|132|0.043194
806|98|0.032068
813|61|0.019961
818|82|0.026832
823|428|0.140052
833|55|0.017997
845|50|0.016361
908|67|0.021924
910|73|0.023887
916|93|0.030432
943|50|0.016361
947|59|0.019306
961|182|0.059555
966|59|0.019306
971|311|0.101767
994|50|0.016361
998|136|0.044503
1010|120|0.039267
1030|74|0.024215
1032|103|0.033704
1034|72|0.023560
1039|53|0.017343
1045|93|0.030432
1048|170|0.055628
1052|64|0.020942
1053|62|0.020288
1054|86|0.028141
1055|230|0.075262
1063|52|0.017016
1065|134|0.043848
1066|57|0.018652
1074|115|0.037631
1081|72|0.023560
1085|79|0.025851
1086|162|0.053010
1089|60|0.019634
1092|73|0.023887
1094|66|0.021597
1100|59|0.019306
1106|95|0.031086
1108|264|0.086387
1124|141|0.046139
1133|128|0.041885
1140|67|0.021924
1145|86|0.028141
1150|430|0.140707
1162|70|0.022906
1163|60|0.019634
1169|109|0.035668
1175|76|0.024869
1190|74|0.024215
1192|103|0.033704
1195|101|0.033050
1203|116|0.037958
1210|79|0.025851
1213|59|0.019306
1228|66|0.021597
1241|52|0.017016
1242|59|0.019306
1259|73|0.023887
1262|139|0.045484
1271|223|0.072971
1273|115|0.037631
1277|62|0.020288
1284|106|0.034686
1285|428|0.140052
1293|110|0.035995
1302|64|0.020942
1304|181|0.059228
1306|87|0.028469
1322|96|0.031414
1323|52|0.017016
1329|52|0.017016
1330|56|0.018325
1341|81|0.026505
1342|168|0.054974
1358|84|0.027487
1385|65|0.021270
1391|69|0.022579
1393|50|0.016361
1394|51|0.016688
1397|73|0.023887
1407|81|0.026505
1439|75|0.024542
1441|59|0.019306
1483|50|0.016361
1515|122|0.039921
1528|72|0.023560
1529|81|0.026505
1568|76|0.024869
1569|113|0.036976
1571|89|0.029123
1584|77|0.025196
1612|107|0.035013
1613|55|0.017997
1616|73|0.023887
1640|54|0.017670
1646|98|0.032068
1648|67|0.021924
1670|54|0.017670
1684|97|0.031741
1701|60|0.019634
1715|60|0.019634
1726|97|0.031741
1728|73|0.023887
1729|74|0.024215
1733|63|0.020615
1738|72|0.023560
1742|54|0.017670
1747|62|0.020288
1749|314|0.102749
1751|69|0.022579
1764|51|0.016688
1770|54|0.017670
1774|82|0.026832
1779|70|0.022906
1789|75|0.024542
1794|56|0.018325
1805|91|0.029777
1817|126|0.041230
1821|102|0.033377
1825|81|0.026505
1829|50|0.016361
1832|100|0.032723
1848|102|0.033377
1853|50|0.016361
1868|50|0.016361
1873|99|0.032395
1898|71|0.023233
1914|58|0.018979
1916|54|0.017670
1931|70|0.022906
1950|101|0.033050
1953|51|0.016688
1961|105|0.034359
1978|53|0.017343
1981|128|0.041885
1984|50|0.016361
1997|78|0.025524
1998|54|0.017670
2027|57|0.018652
2028|129|0.042212
2031|62|0.020288
2049|57|0.018652
2065|62|0.020288
2068|72|0.023560
2069|89|0.029123
2082|68|0.022251
2094|69|0.022579
2109|50|0.016361
2114|96|0.031414
2115|52|0.017016
2119|67|0.021924
2123|153|0.050065
2134|53|0.017343
2155|60|0.019634
2171|65|0.021270
2224|52|0.017016
2241|66|0.021597
2259|75|0.024542
2292|233|0.076243
2353|63|0.020615
2354|72|0.023560
2394|65|0.021270
2424|59|0.019306
2452|51|0.016688
2470|65|0.021270
2475|103|0.033704
2478|84|0.027487
2482|50|0.016361
2483|86|0.028141
2512|59|0.019306
2517|51|0.016688
2518|63|0.020615
2519|56|0.018325
2535|50|0.016361
2538|62|0.020288
2550|77|0.025196
2571|71|0.023233
2578|55|0.017997
2579|59|0.019306
2580|130|0.042539
2605|50|0.016361
2608|50|0.016361
2641|59|0.019306
2671|60|0.019634
2680|80|0.026178
2681|65|0.021270
2682|88|0.028796
2717|126|0.041230
2733|131|0.042866
2735|67|0.021924
2737|99|0.032395
2738|75|0.024542
2741|53|0.017343
2758|55|0.017997
2760|78|0.025524
2762|125|0.040903
2784|68|0.022251
2825|131|0.042866
2895|77|0.025196
2934|110|0.035995
2953|52|0.017016
2962|67|0.021924
2973|54|0.017670
2977|55|0.017997
3157|51|0.016688
3222|65|0.021270
3235|88|0.028796
3287|75|0.024542
3296|85|0.027814
3325|68|0.022251
3339|72|0.023560
3351|55|0.017997
3352|72|0.023560
3375|63|0.020615
3528|73|0.023887
3533|85|0.027814
3583|94|0.030759
3601|55|0.017997
3647|52|0.017016
3664|56|0.018325
3815|128|0.041885
3826|92|0.030105
3850|102|0.033377
3880|55|0.017997
3889|57|0.018652
4000|81|0.026505
4049|60|0.019634
4062|61|0.019961
4068|50|0.016361
4081|55|0.017997
4289|68|0.022251
4292|74|0.024215
4355|121|0.039594
4518|50|0.016361
4708|63|0.020615
4782|89|0.029123
4834|66|0.021597
4862|64|0.020942
4944|81|0.026505
5255|95|0.031086
5305|64|0.020942
5546|58|0.018979
5547|61|0.019961
5583|100|0.032723
5648|55|0.017997
5683|73|0.023887
5726|80|0.026178
5728|50|0.016361
5729|62|0.020288
5730|58|0.018979
6245|87|0.028469
6258|76|0.024869
6316|66|0.021597
6435|61|0.019961
6652|51|0.016688
6698|57|0.018652
6740|75|0.024542
7288|53|0.017343
7443|53|0.017343
7446|55|0.017997
7485|82|0.026832
8070|55|0.017997
8429|63|0.020615
1 4782|83|0.027160
465 58|52|0.017016
1 540|82|0.026832
1 2483|60|0.019634
1 1729|67|0.021924
1 1277|54|0.017670
1074 1285|65|0.021270
