1010|1|112|0.036649|0.933333|1.240116
2068|15|56|0.018325|0.777778|4.536047
469|1|67|0.021924|0.761364|1.011621
3850|1774|67|0.021924|0.656863|24.480153
1774|3850|67|0.021924|0.817073|24.480153
7446|1|54|0.017670|0.981818|1.304538
99|1|321|0.105039|0.744780|0.989585
2354|1|62|0.020288|0.861111|1.144155
460|1|71|0.023233|0.845238|1.123064
1081|1|70|0.022906|0.972222|1.291787
1528|1529|57|0.018652|0.791667|29.868313
1529|1528|57|0.018652|0.703704|29.868313
1030|1|52|0.017016|0.702703|0.933678
56|1|149|0.048757|0.776042|1.031123
282|1|68|0.022251|0.906667|1.204684
772|1|97|0.031741|0.858407|1.140562
4000|14|56|0.018325|0.691358|9.146278
314|1|65|0.021270|0.812500|1.079565
6245|3850|54|0.017670|0.620690|18.596349
335|1|157|0.051374|0.817708|1.086486
1789|1|50|0.016361|0.666667|0.885797
1284|1|87|0.028469|0.820755|1.090533
2069|1150|56|0.018325|0.629213|4.471806
3352|1|61|0.019961|0.847222|1.125700
998|1|117|0.038285|0.860294|1.143069
266|1|65|0.021270|0.738636|0.981423
694|1|103|0.033704|0.751825|0.998946
1065|1|113|0.036976|0.843284|1.120467
1341|1285|53|0.017343|0.654321|4.671974
1106|1|62|0.020288|0.652632|0.867149
467|1|70|0.022906|0.804598|1.069065
371|1|98|0.032068|0.837607|1.112925
457|1|58|0.018979|0.920635|1.223244
2028|1|95|0.031086|0.736434|0.978497
2682|1|67|0.021924|0.761364|1.011621
281|1|195|0.063809|0.716912|0.952558
1053|1|59|0.019306|0.951613|1.264404
4834|1|64|0.020942|0.969697|1.288432
372|1|138|0.045157|0.807018|1.072281
1259|1|62|0.020288|0.849315|1.128481
5547|1|50|0.016361|0.819672|1.089095
1805|1|63|0.020615|0.692308|0.919866
260|1|82|0.026832|0.836735|1.111766
618|1|63|0.020615|0.818182|1.087115
1738|1|64|0.020942|0.888889|1.181063
4062|2475|53|0.017343|0.868852|25.778768
1774|436|62|0.020288|0.756098|15.201540
2758|1|51|0.016688|0.927273|1.232063
2717|1|102|0.033377|0.809524|1.075611
168|1|125|0.040903|0.776398|1.031596
525|25|56|0.018325|0.823529|14.980392
3583|1|79|0.025851|0.840426|1.116670
910|2475|56|0.018325|0.767123|22.760473
1515|1|90|0.029450|0.737705|0.980185
2171|1150|50|0.016361|0.769231|5.466905
1569|1|84|0.027487|0.743363|0.987703
6245|14|54|0.017670|0.620690|8.211375
4000|6258|51|0.016688|0.629630|25.317739
6258|4000|51|0.016688|0.671053|25.317739
1284|1285|65|0.021270|0.613208|4.378417
4000|3850|70|0.022906|0.864198|25.892036
3850|4000|70|0.022906|0.686275|25.892036
346|1|109|0.035668|0.694268|0.922470
2292|1|202|0.066099|0.866953|1.151916
449|1|58|0.018979|0.698795|0.928486
772|1285|84|0.027487|0.743363|5.307750
2550|1|54|0.017670|0.701299|0.931813
7443|1|53|0.017343|1.000000|1.328696
1805|274|62|0.020288|0.681319|2.350011
751|1|74|0.024215|0.822222|1.092483
2973|1|52|0.017016|0.962963|1.279485
434|1|68|0.022251|0.850000|1.129391
379|1|107|0.035013|0.732877|0.973770
1825|1|61|0.019961|0.753086|1.000623
1817|1|109|0.035668|0.865079|1.149427
3601|1|51|0.016688|0.927273|1.232063
3296|1|73|0.023887|0.858824|1.141115
780|1|112|0.036649|0.848485|1.127378
1145|1|73|0.023887|0.848837|1.127846
3889|1|51|0.016688|0.894737|1.188833
3850|1|80|0.026178|0.784314|1.042114
823|1|327|0.107003|0.764019|1.015148
17|1|95|0.031086|0.913462|1.213712
660|1|51|0.016688|0.689189|0.915723
436|1|106|0.034686|0.697368|0.926590
1203|1|85|0.027814|0.732759|0.973613
432|1|78|0.025524|0.666667|0.885797
1832|1|80|0.026178|0.800000|1.062957
1751|1|61|0.019961|0.884058|1.174644
649|1|228|0.074607|0.757475|1.006454
580|1|73|0.023887|0.618644|0.821990
1242|1|50|0.016361|0.847458|1.126013
1342|1|109|0.035668|0.648810|0.862070
474|1|102|0.033377|0.728571|0.968050
4062|910|51|0.016688|0.836066|35.000225
910|4062|51|0.016688|0.698630|35.000225
1094|1|58|0.018979|0.878788|1.167642
2114|1|72|0.023560|0.750000|0.996522
449|1285|59|0.019306|0.710843|5.075555
58|1|438|0.143325|0.777975|1.033692
124|1|75|0.024542|0.765306|1.016859
6698|1|51|0.016688|0.894737|1.188833
2065|1|51|0.016688|0.822581|1.092959
1133|1|99|0.032395|0.773438|1.027663
2394|1|59|0.019306|0.907692|1.206047
1397|1|61|0.019961|0.835616|1.110280
3533|1|75|0.024542|0.882353|1.172379
550|1|95|0.031086|0.904762|1.202153
1293|1|99|0.032395|0.900000|1.195826
910|1|55|0.017997|0.753425|1.001072
143|15|61|0.019961|0.772152|4.503237
1034|1|50|0.016361|0.694444|0.922705
4000|1|68|0.022251|0.839506|1.115448
4834|1285|62|0.020288|0.939394|6.707448
6316|1|57|0.018652|0.863636|1.147510
1931|1|61|0.019961|0.871429|1.157863
399|1|80|0.026178|0.740741|0.984219
3533|1285|80|0.026178|0.941176|6.720176
7485|274|66|0.021597|0.804878|2.776193
4834|274|58|0.018979|0.878788|3.031124
3235|15|55|0.017997|0.625000|3.645038
15|1|388|0.126963|0.740458|0.983843
4834|1010|51|0.016688|0.772727|19.678788
3222|1|51|0.016688|0.784615|1.042515
250|1|82|0.026832|0.836735|1.111766
1701|1|51|0.016688|0.850000|1.129391
2733|1|94|0.030759|0.717557|0.953415
528|1|111|0.036322|0.702532|0.933451
1774|1|68|0.022251|0.829268|1.101845
1304|1|155|0.050720|0.856354|1.137833
259|1|230|0.075262|0.774411|1.028956
525|1|58|0.018979|0.852941|1.133299
144|1|159|0.052029|0.783251|1.040703
3235|1|53|0.017343|0.602273|0.800237
25|1|148|0.048429|0.880952|1.170518
1054|1|69|0.022579|0.802326|1.066047
5546|1|52|0.017016|0.896552|1.191244
360|274|67|0.021924|0.670000|2.310971
2762|1|113|0.036976|0.904000|1.201141
750|1|59|0.019306|0.808219|1.073877
1571|1|81|0.026505|0.910112|1.209262
1358|1|65|0.021270|0.773810|1.028157
143|1285|58|0.018979|0.734177|5.242163
609|1285|55|0.017997|0.743243|5.306896
143|772|50|0.016361|0.632911|17.116613
143|1|71|0.023233|0.898734|1.194144
1140|1|55|0.017997|0.820896|1.090720
4834|649|51|0.016688|0.772727|7.845364
554|1|54|0.017670|0.739726|0.982871
4355|1|114|0.037304|0.942149|1.251829
672|1|68|0.022251|0.708333|0.941159
14|1|171|0.055955|0.740260|0.983580
4292|1|60|0.019634|0.810811|1.077321
1728|1|60|0.019634|0.821918|1.092079
449|274|65|0.021270|0.783133|2.701189
1045|1|79|0.025851|0.849462|1.128677
7443|4355|50|0.016361|0.943396|23.826602
3815|1|111|0.036322|0.867188|1.152228
1271|1|146|0.047775|0.654709|0.869908
1981|1|100|0.032723|0.781250|1.038043
2825|1|106|0.034686|0.809160|1.075128
297|1|214|0.070026|0.761566|1.011889
254|1|127|0.041558|0.747059|0.992614
4000|435|54|0.017670|0.666667|11.575758
2895|1|63|0.020615|0.818182|1.087115
5255|1|79|0.025851|0.831579|1.104915
277|1|88|0.028796|0.765217|1.016741
1568|1569|53|0.017343|0.697368|18.859804
4289|1|55|0.017997|0.808824|1.074680
2027|1|51|0.016688|0.894737|1.188833
5729|1749|51|0.016688|0.822581|8.005753
1169|1|92|0.030105|0.844037|1.121468
2094|15|60|0.019634|0.869565|5.071357
1407|1|63|0.020615|0.777778|1.033430
456|1|58|0.018979|0.865672|1.150214
435|1|151|0.049411|0.857955|1.139960
749|1|92|0.030105|0.793103|1.053793
41|1|57|0.018652|0.791667|1.051884
1092|1|54|0.017670|0.739726|0.982871
61|1|79|0.025851|0.603053|0.801274
1306|1|64|0.020942|0.735632|0.977431
196|1|66|0.021597|0.880000|1.169252
4944|1|80|0.026178|0.987654|1.312292
4000|6245|52|0.017016|0.641975|22.550305
2123|1|106|0.034686|0.692810|0.920534
3880|1|51|0.016688|0.927273|1.232063
2082|1|65|0.021270|0.955882|1.270077
4000|1950|52|0.017016|0.641975|19.424520
3533|15|53|0.017343|0.623529|3.636462
89|1|69|0.022579|0.741935|0.985806
1074|1|101|0.033050|0.878261|1.166941
188|1|83|0.027160|0.790476|1.050302
1584|1|64|0.020942|0.831169|1.104370
3528|1|50|0.016361|0.684932|0.910066
1052|1|53|0.017343|0.828125|1.100326
258|1|74|0.024215|0.740000|0.983235
2259|1|51|0.016688|0.680000|0.903513
360|1|86|0.028141|0.860000|1.142678
916|1|66|0.021597|0.709677|0.942945
818|1|64|0.020942|0.780488|1.037031
491|1|58|0.018979|0.840580|1.116875
326|1|512|0.167539|0.782875|1.040202
6258|3850|50|0.016361|0.657895|19.711042
4000|1774|69|0.022579|0.851852|31.747064
1774|4000|69|0.022579|0.841463|31.747064
334|1|136|0.044503|0.777143|1.032586
140|1|65|0.021270|0.812500|1.079565
4000|2934|53|0.017343|0.654321|18.178227
348|1|248|0.081152|0.720930|0.957897
1273|1|96|0.031414|0.834783|1.109172
961|1|148|0.048429|0.813187|1.080478
3850|14|68|0.022251|0.666667|8.819625
1358|777|53|0.017343|0.630952|19.476671
609|15|50|0.016361|0.675676|3.940582
6245|1|70|0.022906|0.804598|1.069065
727|1|56|0.018325|0.918033|1.219786
179|1|121|0.039594|0.761006|1.011146
1733|1|55|0.017997|0.873016|1.159972
1162|1|51|0.016688|0.728571|0.968050
1048|1|130|0.042539|0.764706|1.016061
4289|25|50|0.016361|0.735294|13.375350
5729|1271|54|0.017670|0.870968|11.935773
544|1|126|0.041230|0.736842|0.979039
1085|1|54|0.017670|0.683544|0.908222
289|1|72|0.023560|0.782609|1.039849
6258|1|65|0.021270|0.855263|1.136384
6435|1|55|0.017997|0.901639|1.198004
508|1|100|0.032723|0.769231|1.022074
299|1|58|0.018979|0.794521|1.055676
1124|1|121|0.039594|0.858156|1.140228
4000|1961|57|0.018652|0.703704|20.481129
1055|1|154|0.050393|0.669565|0.889648
2735|1|62|0.020288|0.925373|1.229539
1210|1|60|0.019634|0.759494|1.009136
230|1|68|0.022251|0.800000|1.062957
276|1|57|0.018652|0.863636|1.147510
157|1|51|0.016688|0.927273|1.232063
3826|1|75|0.024542|0.815217|1.083176
534|1|140|0.045812|0.666667|0.885797
1848|1|86|0.028141|0.843137|1.120273
1726|1|64|0.020942|0.659794|0.876665
2681|1|54|0.017670|0.830769|1.103839
429|1|156|0.051047|0.709091|0.942166
1032|1|91|0.029777|0.883495|1.173896
947|1|51|0.016688|0.864407|1.148534
274|1|665|0.217605|0.750564|0.997272
579|1|62|0.020288|0.756098|1.004624
1612|1|84|0.027487|0.785047|1.043088
389|1|72|0.023560|0.720000|0.956661
8070|1285|54|0.017670|0.981818|7.010365
3850|436|64|0.020942|0.627451|12.615067
971|1|228|0.074607|0.733119|0.974092
4708|1|56|0.018325|0.888889|1.181063
1439|1|62|0.020288|0.826667|1.098388
1774|1950|54|0.017670|0.658537|19.925622
1961|1|87|0.028469|0.828571|1.100919
5583|1|80|0.026178|0.800000|1.062957
908|1|64|0.020942|0.955224|1.269202
2478|1|68|0.022251|0.809524|1.075611
1341|1|67|0.021924|0.827160|1.099045
7443|4782|50|0.016361|0.943396|32.393470
764|1|245|0.080170|0.803279|1.067313
1262|1|99|0.032395|0.712230|0.946337
465|1|185|0.060537|0.731225|0.971576
1192|1|86|0.028141|0.834951|1.109396
4049|2475|50|0.016361|0.833333|24.724919
3222|2475|53|0.017343|0.815385|24.192382
1302|1|57|0.018652|0.890625|1.183370
2580|1|95|0.031086|0.730769|0.970970
543|1|128|0.041885|0.695652|0.924310
3296|274|65|0.021270|0.764706|2.637631
4000|436|59|0.019306|0.728395|14.644574
1285|1|320|0.104712|0.747664|0.993417
609|1|67|0.021924|0.905405|1.203008
2737|1|70|0.022906|0.707071|0.939482
27|1|108|0.035340|0.939130|1.247819
73|1|153|0.050065|0.813830|1.081332
1749|1|235|0.076898|0.748408|0.994406
1304|274|123|0.040249|0.679558|2.343938
1817 274|1|59|0.019306|0.880597|1.170045
4000|1961 1774|51|0.016688|0.629630|35.632373
1774|4000 1961|51|0.016688|0.621951|33.345315
4000 1961|1774|51|0.016688|0.894737|33.345315
4000 1774|1961|51|0.016688|0.739130|21.512215
1961 1774|4000|51|0.016688|0.944444|35.632373
772 15|1|54|0.017670|0.915254|1.216094
1010 326|1|56|0.018325|0.965517|1.282879
274 1010|1285|57|0.018652|0.850746|6.074487
1010 1285|274|57|0.018652|0.850746|2.934402
274 142|1|54|0.017670|0.794118|1.055141
297 1150|1|60|0.019634|0.789474|1.048970
649 1150|1|70|0.022906|0.786517|1.045042
649 326|1|76|0.024869|0.844444|1.122010
1010 1285|1|66|0.021597|0.985075|1.308864
274 1262|1|58|0.018979|0.698795|0.928486
281 274|1|84|0.027487|0.700000|0.930087
1 5583|99|50|0.016361|0.625000|4.431555
99 5583|1|50|0.016361|0.793651|1.054520
144 1285|1|62|0.020288|0.925373|1.229539
649 274|1|101|0.033050|0.801587|1.065066
4834|274 1285|55|0.017997|0.833333|12.126984
274 4834|1285|55|0.017997|0.948276|6.770867
4834 1285|274|55|0.017997|0.887097|3.059783
274 429|1|93|0.030432|0.732283|0.972982
2114 1150|15|50|0.016361|0.781250|4.556298
2114 15|1150|50|0.016361|0.892857|6.345515
58 348|1|76|0.024869|0.745098|0.990009
4000|3850 14|53|0.017343|0.654321|29.405955
4000 3850|14|53|0.017343|0.757143|10.016574
4000 14|3850|53|0.017343|0.946429|28.355742
3850 14|4000|53|0.017343|0.779412|29.405955
1749 326|1|74|0.024215|0.850575|1.130155
1 3850|14|54|0.017670|0.675000|8.929870
3850 14|1|54|0.017670|0.794118|1.055141
274 823|1|100|0.032723|0.689655|0.916342
961 274|1|57|0.018652|0.890625|1.183370
465 274|1|53|0.017343|0.623529|0.828481
649 823|1|53|0.017343|0.791045|1.051058
449|274 1285|50|0.016361|0.602410|8.766495
449 274|1285|50|0.016361|0.769231|5.492451
449 1285|274|50|0.016361|0.847458|2.923059
7443|1 4782|50|0.016361|0.943396|34.735167
1 7443|4782|50|0.016361|0.943396|32.393470
1 4782|7443|50|0.016361|0.602410|34.735167
7443 4782|1|50|0.016361|1.000000|1.328696
348 326|1|72|0.023560|0.791209|1.051276
1285 1150|274|55|0.017997|0.696203|2.401349
326 1150|1|87|0.028469|0.756522|1.005187
281 58|1|58|0.018979|0.666667|0.885797
99 15|1|107|0.035013|0.804511|1.068951
1774|1 3850|54|0.017670|0.658537|25.156098
1 3850|1774|54|0.017670|0.675000|25.156098
1 1774|3850|54|0.017670|0.794118|23.792388
3850 1774|1|54|0.017670|0.805970|1.070889
274 508|1|53|0.017343|0.768116|1.020592
971 1150|1|63|0.020615|0.677419|0.900084
4834|1 1285|62|0.020288|0.939394|8.971212
1 4834|1285|62|0.020288|0.968750|6.917056
4834 1285|1|62|0.020288|1.000000|1.328696
772 15|1285|50|0.016361|0.847458|6.051006
1285 15|772|50|0.016361|0.735294|19.885476
335 15|1|51|0.016688|0.850000|1.129391
1285 823|1|103|0.033704|0.774436|1.028990
4782|1 4355|63|0.020615|0.707865|18.975754
1 4782|4355|63|0.020615|0.759036|19.170367
4355 4782|1|63|0.020615|0.969231|1.287813
99 2292|1|54|0.017670|0.857143|1.138882
274 534|1|65|0.021270|0.643564|0.855101
58 435|1|55|0.017997|0.887097|1.178682
1749 1271|1|54|0.017670|0.606742|0.806175
297 326|1|56|0.018325|0.875000|1.162609
1341|1 1285|50|0.016361|0.617284|5.895062
1 1341|1285|50|0.016361|0.746269|5.328498
1341 1285|1|50|0.016361|0.943396|1.253486
274 998|1|58|0.018979|0.920635|1.223244
1285 15|1|62|0.020288|0.911765|1.211458
144 274|1|63|0.020615|0.875000|1.162609
1010 274|1|64|0.020942|0.955224|1.269202
58 326|1|143|0.046793|0.899371|1.194990
274 2292|1|63|0.020615|0.807692|1.073177
326 1271|1|54|0.017670|0.701299|0.931813
274 1749|1|61|0.019961|0.772152|1.025955
274 971|1|75|0.024542|0.721154|0.958194
649 99|1|56|0.018325|0.727273|0.966324
281 326|1|57|0.018652|0.814286|1.081938
4834|1 649|51|0.016688|0.772727|10.357257
1 4834|649|51|0.016688|0.796875|8.090532
649 4834|1|51|0.016688|1.000000|1.328696
1774|436 14|51|0.016688|0.621951|35.197832
436 1774|14|51|0.016688|0.822581|10.882279
1774 14|436|51|0.016688|0.894737|17.988920
436 14|1774|51|0.016688|0.944444|35.197832
4000|436 1774|57|0.018652|0.703704|34.685783
1774|4000 436|57|0.018652|0.695122|36.004961
4000 436|1774|57|0.018652|0.966102|36.004961
4000 1774|436|57|0.018652|0.826087|16.608696
436 1774|4000|57|0.018652|0.919355|34.685783
649 58|1|89|0.029123|0.824074|1.094944
609|1 1285|50|0.016361|0.675676|6.452703
1 609|1285|50|0.016361|0.746269|5.328498
609 1285|1|50|0.016361|0.909091|1.207905
143|1285 15|51|0.016688|0.645570|29.012658
1285 143|15|51|0.016688|0.879310|5.128192
15 143|1285|51|0.016688|0.836066|5.969664
1285 15|143|51|0.016688|0.750000|29.012658
7446|1 4782|53|0.017343|0.963636|35.480394
1 4782|7446|53|0.017343|0.638554|35.480394
1 7446|4782|53|0.017343|0.981481|33.701207
4782 7446|1|53|0.017343|0.981481|1.304090
4000|3850 1774|62|0.020288|0.765432|34.912843
3850|4000 1774|62|0.020288|0.607843|26.921284
1774|4000 3850|62|0.020288|0.756098|33.009059
4000 3850|1774|62|0.020288|0.885714|33.009059
4000 1774|3850|62|0.020288|0.898551|26.921284
3850 1774|4000|62|0.020288|0.925373|34.912843
1774|3850 436|61|0.019961|0.743902|35.521341
3850 436|1774|61|0.019961|0.953125|35.521341
3850 1774|436|61|0.019961|0.910448|18.304792
436 1774|3850|61|0.019961|0.983871|29.477546
58 411|1|51|0.016688|0.698630|0.928267
58 823|1|86|0.028141|0.754386|1.002349
58 274|1|170|0.055628|0.798122|1.060461
3850 436|14|53|0.017343|0.828125|10.955628
3850 14|436|53|0.017343|0.779412|15.670279
436 14|3850|53|0.017343|0.981481|29.405955
99 1150|1|60|0.019634|0.821918|1.092079
144 649|1|60|0.019634|0.909091|1.207905
357 1749|1271|50|0.016361|0.892857|12.235746
357 1271|1749|50|0.016361|0.746269|7.263048
58 99|1|80|0.026178|0.701754|0.932418
25 274|1|60|0.019634|0.895522|1.189877
360 1|1285|52|0.017016|0.604651|4.317322
360 1285|1|52|0.017016|0.945455|1.256221
1774|3850 14|53|0.017343|0.646341|29.047346
3850 1774|14|53|0.017343|0.791045|10.465077
1774 14|3850|53|0.017343|0.929825|27.858273
3850 14|1774|53|0.017343|0.779412|29.047346
274 1055|1|78|0.025524|0.804124|1.068436
2762 274|1|51|0.016688|0.894737|1.188833
1284 1285|15|51|0.016688|0.784615|4.575925
1284 15|1285|51|0.016688|0.910714|6.502670
1285 15|1284|51|0.016688|0.750000|21.622642
143|1 15|56|0.018325|0.708861|5.583192
1 143|15|56|0.018325|0.788732|4.599935
15 143|1|56|0.018325|0.918033|1.219786
99 823|1|59|0.019306|0.686047|0.911547
1285 326|1|111|0.036322|0.804348|1.068733
99 1108|1|63|0.020615|0.887324|1.178983
4000|1 1774|57|0.018652|0.703704|31.625272
1774|4000 1|57|0.018652|0.695122|31.239598
4000 1|1774|57|0.018652|0.838235|31.239598
4000 1774|1|57|0.018652|0.826087|1.097618
1 1774|4000|57|0.018652|0.838235|31.625272
335 823|1|50|0.016361|0.877193|1.165523
144 326|1|57|0.018652|0.791667|1.051884
144 274|1285|56|0.018325|0.777778|5.553479
144 1285|274|56|0.018325|0.835821|2.882922
4000|1774 1950|51|0.016688|0.629630|35.632373
1774|4000 1950|51|0.016688|0.621951|36.551595
4000 1950|1774|51|0.016688|0.980769|36.551595
4000 1774|1950|51|0.016688|0.739130|22.364184
1774 1950|4000|51|0.016688|0.944444|35.632373
1285 543|1|58|0.018979|0.734177|0.975498
1074 1285|1|57|0.018652|0.876923|1.165164
274 348|1|105|0.034359|0.789474|1.048970
274 372|1|70|0.022906|0.886076|1.177325
465 326|1|56|0.018325|0.727273|0.966324
4000|1 3850|57|0.018652|0.703704|26.881481
4000 1|3850|57|0.018652|0.838235|25.114187
4000 3850|1|57|0.018652|0.814286|1.081938
1 3850|4000|57|0.018652|0.712500|26.881481
1285 3815|1|60|0.019634|0.821918|1.092079
772 823|1|56|0.018325|0.861538|1.144722
99 1285|1|60|0.019634|0.750000|0.996522
259 326|1|81|0.026505|0.801980|1.065588
649 1285|1|108|0.035340|0.850394|1.129914
3296|1 274|58|0.018979|0.682353|3.135745
3296 1|274|58|0.018979|0.794521|2.740468
3296 274|1|58|0.018979|0.892308|1.185605
14 15|1|63|0.020615|0.741176|0.984798
4834|1 274|56|0.018325|0.848485|3.899203
1 4834|274|56|0.018325|0.875000|3.018059
4834 274|1|56|0.018325|0.965517|1.282879
99 326|1|51|0.016688|0.864407|1.148534
1108 1285|1|51|0.016688|0.796875|1.058804
1774|1 436|50|0.016361|0.609756|17.579383
1 1774|436|50|0.016361|0.735294|14.783282
436 1774|1|50|0.016361|0.806452|1.071529
1304|1 274|110|0.035995|0.607735|2.792838
1304 1|274|110|0.035995|0.709677|2.447826
1304 274|1|110|0.035995|0.894309|1.188264
4000|1961 3850|52|0.017016|0.641975|34.418887
4000 1961|3850|52|0.017016|0.912281|27.332645
4000 3850|1961|52|0.017016|0.742857|21.620680
1961 3850|4000|52|0.017016|0.912281|34.418887
1150 15|1|96|0.031414|0.671329|0.891991
274 1150|1|110|0.035995|0.791367|1.051486
58 259|1|61|0.019961|0.772152|1.025955
274 1108|1|59|0.019306|0.776316|1.031487
1285 534|274|51|0.016688|0.784615|2.706303
1284 15|1|50|0.016361|0.892857|1.186335
649 58|1285|71|0.023233|0.657407|4.694012
4000|3850 436|58|0.018979|0.716049|34.191358
4000 3850|436|58|0.018979|0.828571|16.658647
4000 436|3850|58|0.018979|0.983051|29.452974
3850 436|4000|58|0.018979|0.906250|34.191358
360 1|274|59|0.019306|0.686047|2.366318
360 274|1|59|0.019306|0.880597|1.170045
823 15|1|74|0.024215|0.870588|1.156747
4834|649 1285|50|0.016361|0.757576|18.229539
649 4834|1285|50|0.016361|0.980392|7.000183
4834 1285|649|50|0.016361|0.806452|8.187761
1304 58|274|53|0.017343|0.803030|2.769820
144 58|1|59|0.019306|0.880597|1.170045
649 15|1|59|0.019306|0.719512|0.956013
58 15|1|92|0.030105|0.773109|1.027227
58 1285|1|124|0.040576|0.867133|1.152156
274 1086|1|69|0.022579|0.841463|1.118049
274 326|1|161|0.052683|0.781553|1.038447
1285 335|1|50|0.016361|0.793651|1.054520
15 1271|1|54|0.017670|0.606742|0.806175
144 297|1|52|0.017016|0.812500|1.079565
7443|1 4355|50|0.016361|0.943396|25.289639
7443 4355|1|50|0.016361|1.000000|1.328696
1 7443|4355|50|0.016361|0.943396|23.826602
3533|1 1285|73|0.023887|0.858824|8.201765
1 3533|1285|73|0.023887|0.973333|6.949782
3533 1285|1|73|0.023887|0.912500|1.212435
326 823|1|75|0.024542|0.862069|1.145427
1774|4000 14|52|0.017016|0.634146|34.606272
4000|1774 14|52|0.017016|0.641975|34.418887
4000 1774|14|52|0.017016|0.753623|9.970011
1774 14|4000|52|0.017016|0.912281|34.418887
4000 14|1774|52|0.017016|0.928571|34.606272
58 1055|1|61|0.019961|0.685393|0.910679
465 1285|1|58|0.018979|0.682353|0.906639
143|1 1285|54|0.017670|0.683544|6.527848
1 143|1285|54|0.017670|0.760563|5.430565
1285 143|1|54|0.017670|0.931034|1.237061
58 971|1|60|0.019634|0.833333|1.107246
2292 15|1|50|0.016361|0.877193|1.165523
346 15|1|61|0.019961|0.734940|0.976511
274 764|1|92|0.030105|0.821429|1.091429
144 1273|1|51|0.016688|0.822581|1.092959
326 15|1|101|0.033050|0.726619|0.965455
5726|1749 1271|54|0.017670|0.675000|23.177528
1749 5726|1271|54|0.017670|0.885246|12.131442
1749 1271|5726|54|0.017670|0.606742|23.177528
5726 1271|1749|54|0.017670|0.818182|7.962942
1 1284|1285|58|0.018979|0.666667|4.760125
1284 1285|1|58|0.018979|0.892308|1.185605
971 326|1|54|0.017670|0.692308|0.919866
274 1285|1|158|0.051702|0.752381|0.999685
274 411|1|70|0.022906|0.630631|0.837916
297 15|1|56|0.018325|0.756757|1.005499
1 3850|436|51|0.016688|0.637500|12.817105
3850 436|1|51|0.016688|0.796875|1.058804
772|1 1285|75|0.024542|0.663717|6.338496
1 772|1285|75|0.024542|0.773196|5.520763
772 1285|1|75|0.024542|0.892857|1.186335
649 1010|1|60|0.019634|0.967742|1.285835
971 15|1|60|0.019634|0.740741|0.984219
1285 1150|1|60|0.019634|0.759494|1.009136
649 1010|274|51|0.016688|0.822581|2.837253
274 1010|649|51|0.016688|0.761194|7.728269
348 1150|1|51|0.016688|0.689189|0.915723
3533|1285 15|52|0.017016|0.611765|27.493426
1285 3533|15|52|0.017016|0.650000|3.790840
3533 15|1285|52|0.017016|0.981132|7.005466
1285 15|3533|52|0.017016|0.764706|27.493426
1304 58|1|62|0.020288|0.939394|1.248169
58 764|1|51|0.016688|0.750000|0.996522
